id_employee,age,genre,nombre_experiences_precedentes,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,revenu_mensuel_log,annee_experience_totale_log,annees_dans_l_entreprise_log,annees_dans_le_poste_actuel_log,annees_depuis_la_derniere_promotion_log,annes_sous_responsable_actuel_log,distance_domicile_travail_classe,ratio_anciennete_poste,ratio_anciennete_manager,ratio_experience_entreprise,mobilite_interne_potentielle,jamais_promu,retard_promotion_relatif,progression_salariale_faible,mediane_revenu_par_niveau,revenu_par_niveau,sous_remunere_niveau,mediane_revenu_par_poste,revenu_par_poste,evolution_evaluation,bonne_perf_peu_augmente,statut_marital_Célibataire,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Commercial,departement_Consulting,departement_Ressources Humaines,frequence_deplacement_Aucun,frequence_deplacement_Frequent,frequence_deplacement_Occasionnel,poste_regroupe_Assistant de Direction,poste_regroupe_Autre,poste_regroupe_Cadre Commercial,poste_regroupe_Consultant,poste_regroupe_Manager,poste_regroupe_Senior Manager,poste_regroupe_Tech Lead,domaine_etude_regroupe_Autre,domaine_etude_regroupe_Entrepreunariat,domaine_etude_regroupe_Infra & Cloud,domaine_etude_regroupe_Marketing,domaine_etude_regroupe_Transformation Digitale
516,40,0,7,4,3,2,2,3,3,3,0,0.12,0,2,5,2,2,8.651024539049757,2.1972245773362196,1.791759469228055,1.6094379124341003,0.6931471805599453,1.3862943611198906,0,0.6666666666666666,0.5,0.5555555555555556,1,0,0.16666666666666666,1,5340.0,1.0702247191011236,0,6231.0,0.9171882522869523,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
517,42,0,3,2,3,1,1,2,3,3,0,0.16,0,1,5,1,4,7.854381210652365,2.1972245773362196,1.791759469228055,1.0986122886681098,0.6931471805599453,1.0986122886681098,0,0.3333333333333333,0.3333333333333333,0.5555555555555556,3,0,0.16666666666666666,0,2670.0,0.9647940074906367,1,2886.0,0.8925848925848926,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
518,37,1,2,3,3,2,2,4,2,3,1,0.12,0,0,2,10,4,8.342363500380579,2.9444389791664403,0.6931471805599453,0.0,0.0,0.6931471805599453,3,0.0,0.5,0.05263157894736842,1,1,0.0,1,5340.0,0.7859550561797752,1,6447.0,0.6510004653327129,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
520,43,1,1,1,2,4,2,3,3,3,0,0.11,0,1,3,12,3,9.570598887246268,3.258096538021482,3.258096538021482,2.3978952727983707,1.3862943611198906,2.302585092994046,3,0.38461538461538464,0.34615384615384615,0.9615384615384616,15,0,0.11538461538461539,1,16154.0,0.8874582146836697,1,3737.0,3.8362322718758364,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
521,40,0,6,2,2,2,3,2,3,4,0,0.22,0,1,3,2,3,8.145839612936841,3.044522437723423,0.6931471805599453,0.0,0.0,0.0,0,0.0,0.0,0.047619047619047616,1,1,0.0,0,5340.0,0.6456928838951311,1,2886.0,1.1947331947331947,2,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
522,54,1,4,1,3,5,1,3,2,3,0,0.11,0,1,4,5,2,9.873389104712095,3.2188758248682006,1.6094379124341003,1.0986122886681098,0.6931471805599453,1.0986122886681098,1,0.4,0.4,0.16,2,0,0.2,1,19232.0,1.0090474209650582,0,3737.0,5.192935509767193,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
523,34,0,9,3,3,2,3,1,3,3,0,0.15,0,1,3,4,4,8.785539527561276,1.9459101490553132,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.0986122886681098,1,0.5,0.5,0.42857142857142855,1,0,0.25,0,5340.0,1.2243445692883894,0,6231.0,1.0492697801316,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
524,31,0,1,2,3,2,1,2,1,3,0,0.12,0,1,5,7,2,8.36799688505411,2.6390573296152584,2.6390573296152584,2.3978952727983707,1.3862943611198906,2.5649493574615367,2,0.7142857142857143,0.8571428571428571,0.9285714285714286,3,0,0.21428571428571427,1,5340.0,0.8063670411985019,1,6447.0,0.6679075539010393,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
525,43,1,7,4,3,1,4,1,3,4,0,0.2,0,1,1,21,3,7.7226775164680035,2.1972245773362196,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.0986122886681098,4,0.5,0.5,0.3333333333333333,1,0,0.25,0,2670.0,0.8456928838951311,1,2886.0,0.7823977823977823,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
526,43,0,4,3,3,2,3,4,3,3,1,0.14,0,0,3,8,4,8.416930769477844,2.1972245773362196,1.791759469228055,1.0986122886681098,0.0,1.0986122886681098,2,0.3333333333333333,0.3333333333333333,0.5555555555555556,3,1,0.0,0,5340.0,0.8468164794007491,1,6811.0,0.6639260020554985,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
527,25,0,1,2,2,2,4,2,3,3,1,0.11,0,0,3,4,2,8.409162447202533,1.791759469228055,1.791759469228055,1.6094379124341003,0.6931471805599453,1.3862943611198906,1,0.6666666666666666,0.5,0.8333333333333334,1,0,0.16666666666666666,1,5340.0,0.8402621722846442,1,6231.0,0.720109131760552,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
529,37,0,3,2,3,2,3,1,3,3,1,0.15,0,2,2,25,5,8.400659375160286,2.772588722239781,2.6390573296152584,2.4849066497880004,2.3978952727983707,2.0794415416798357,4,0.7857142857142857,0.5,0.8125,2,0,0.7142857142857143,0,5340.0,0.8331460674157304,1,2887.5,1.5407792207792208,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
530,31,1,1,4,2,1,1,3,3,3,0,0.12,0,1,3,1,2,7.704811922932594,1.6094379124341003,1.6094379124341003,1.0986122886681098,1.3862943611198906,1.0986122886681098,0,0.4,0.4,0.8,2,0,0.6,1,2670.0,0.8307116104868913,1,2886.0,0.7685377685377686,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
531,39,1,1,2,3,5,3,3,3,3,1,0.14,0,1,3,1,1,9.862561385923483,3.091042453358316,3.091042453358316,2.1972245773362196,0.6931471805599453,1.9459101490553132,0,0.36363636363636365,0.2727272727272727,0.9545454545454546,13,0,0.045454545454545456,0,19232.0,0.9981801164725458,1,17454.5,1.099830989143201,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
532,56,0,9,3,4,4,1,4,2,3,0,0.11,0,3,0,6,3,9.488956472414216,3.6109179126442243,2.0794415416798357,2.0794415416798357,2.0794415416798357,2.0794415416798357,2,0.875,0.875,0.1891891891891892,0,0,0.875,1,16154.0,0.8178779249721432,1,6231.0,2.120365912373616,-1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
533,30,0,0,2,3,2,3,2,3,3,0,0.11,0,0,6,12,3,8.791486026749002,1.9459101490553132,1.791759469228055,1.6094379124341003,1.6094379124341003,1.6094379124341003,3,0.6666666666666666,0.6666666666666666,0.7142857142857143,1,0,0.6666666666666666,1,5340.0,1.2316479400749063,0,6231.0,1.055528807575028,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
534,41,1,1,2,4,3,1,3,3,3,0,0.16,0,1,2,1,3,9.035153304082828,2.3978952727983707,2.3978952727983707,2.0794415416798357,0.0,2.0794415416798357,0,0.6363636363636364,0.6363636363636364,0.9090909090909091,3,1,0.0,0,9980.0,0.8408817635270541,1,6231.0,1.3468143155191783,-1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
536,28,1,1,3,3,2,1,4,3,3,0,0.12,0,1,2,17,2,8.424858580213442,2.3978952727983707,2.3978952727983707,0.0,0.6931471805599453,2.1972245773362196,3,0.0,0.7272727272727273,0.9090909090909091,10,0,0.09090909090909091,1,5340.0,0.8535580524344569,1,2886.0,1.5793485793485793,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
538,25,1,5,1,3,1,1,3,3,3,0,0.13,1,1,5,3,3,8.302017809751204,1.9459101490553132,1.0986122886681098,1.0986122886681098,0.0,1.0986122886681098,1,0.6666666666666666,0.6666666666666666,0.2857142857142857,0,1,0.0,1,2670.0,1.5097378277153557,0,2886.0,1.3967428967428968,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
543,52,1,2,4,2,3,3,3,3,3,1,0.14,0,0,4,3,3,8.98343977178426,3.367295829986474,1.791759469228055,1.6094379124341003,0.0,1.6094379124341003,1,0.6666666666666666,0.6666666666666666,0.1724137931034483,1,1,0.0,0,9980.0,0.7984969939879759,1,6447.0,1.2360787963393827,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
544,45,1,3,1,3,1,4,4,2,4,0,0.21,0,2,3,10,2,7.884199933676039,2.1972245773362196,1.0986122886681098,1.0986122886681098,0.0,1.0986122886681098,3,0.6666666666666666,0.6666666666666666,0.2222222222222222,0,1,0.0,0,2670.0,0.9940074906367041,1,2887.5,0.9191341991341991,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
546,52,0,2,4,3,4,4,4,1,3,0,0.13,0,0,2,4,2,9.714503852868623,3.4657359027997265,1.791759469228055,1.0986122886681098,0.6931471805599453,1.6094379124341003,1,0.3333333333333333,0.6666666666666666,0.15625,3,0,0.16666666666666666,1,16154.0,1.0248235731088275,0,17454.5,0.9484660116302386,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
547,42,0,2,1,3,2,3,2,3,3,0,0.11,0,1,3,29,2,8.424419791263883,2.995732273553991,1.791759469228055,1.6094379124341003,0.0,1.0986122886681098,4,0.6666666666666666,0.3333333333333333,0.25,1,1,0.0,1,5340.0,0.853183520599251,1,2887.5,1.5778354978354978,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
548,30,0,2,3,1,2,4,3,3,4,0,0.2,0,0,2,2,3,8.714731714015052,2.4849066497880004,1.791759469228055,1.6094379124341003,0.0,1.0986122886681098,0,0.6666666666666666,0.3333333333333333,0.4166666666666667,1,1,0.0,0,5340.0,1.1406367041198502,0,6447.0,0.9447805180704204,3,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
549,60,0,5,1,3,5,1,4,1,3,0,0.11,0,0,5,7,3,9.881599752778099,3.5263605246161616,3.4011973816621555,2.1972245773362196,2.4849066497880004,2.3978952727983707,2,0.26666666666666666,0.3333333333333333,0.8529411764705882,21,0,0.36666666666666664,1,19232.0,1.0173668885191347,0,17454.5,1.1209716691970553,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
550,46,0,2,3,3,2,3,3,2,3,0,0.14,0,1,5,18,3,8.478660241699453,2.995732273553991,2.3978952727983707,2.0794415416798357,0.0,2.1972245773362196,4,0.6363636363636364,0.7272727272727273,0.5,3,1,0.0,0,5340.0,0.900749063670412,1,6447.0,0.7460834496665115,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
551,42,0,0,4,2,2,4,4,4,3,0,0.11,0,3,4,28,4,8.41715183723601,2.0794415416798357,1.9459101490553132,1.791759469228055,0.0,1.6094379124341003,4,0.7142857142857143,0.5714285714285714,0.75,1,1,0.0,1,5340.0,0.8470037453183521,1,6811.0,0.6640728233739539,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
554,24,0,1,1,3,1,2,2,3,3,1,0.16,1,0,4,1,1,8.071843149609158,1.9459101490553132,1.791759469228055,1.3862943611198906,0.6931471805599453,1.6094379124341003,0,0.5,0.6666666666666666,0.7142857142857143,2,0,0.16666666666666666,0,2670.0,1.199250936329588,0,3737.0,0.8568370350548569,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
555,34,0,0,4,1,1,3,4,2,3,0,0.16,1,1,3,6,2,7.763021309018518,1.3862943611198906,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.0,2,0.6666666666666666,0.0,0.5,0,0,0.3333333333333333,0,2670.0,0.8805243445692884,1,3737.0,0.6291142627776292,2,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
556,38,1,1,4,3,1,4,3,3,4,1,0.23,0,1,3,2,2,7.440146680662688,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0,0.0,0.0,0.5,1,1,0.0,0,2670.0,0.6374531835205992,1,2886.0,0.5897435897435898,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
558,40,0,0,3,3,5,3,4,3,3,0,0.14,0,0,2,2,4,9.800457652216584,3.091042453358316,3.044522437723423,2.772588722239781,0.6931471805599453,2.5649493574615367,0,0.7142857142857143,0.5714285714285714,0.9090909090909091,5,0,0.047619047619047616,0,19232.0,0.9380719633943427,1,17454.5,1.0336016500042968,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
560,26,0,1,1,3,1,4,2,1,4,0,0.22,0,2,3,23,3,7.967973179662935,1.3862943611198906,1.3862943611198906,1.0986122886681098,0.0,1.0986122886681098,4,0.5,0.5,0.75,1,1,0.0,0,2670.0,1.0808988764044944,0,2887.5,0.9994805194805195,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
562,30,1,4,3,3,1,4,3,1,3,0,0.15,0,1,3,3,3,7.6487397889562425,2.302585092994046,1.791759469228055,1.3862943611198906,0.6931471805599453,1.6094379124341003,1,0.5,0.6666666666666666,0.5,2,0,0.16666666666666666,0,2670.0,0.7853932584269663,1,2886.0,0.7266112266112266,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
564,29,1,1,2,2,3,3,3,3,3,0,0.18,0,0,2,3,4,9.387314322443542,2.3978952727983707,2.3978952727983707,1.0986122886681098,0.0,2.0794415416798357,1,0.18181818181818182,0.6363636363636364,0.9090909090909091,8,1,0.0,0,9980.0,1.1958917835671343,0,3737.0,3.193738292748194,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
565,29,0,5,3,2,1,2,2,4,3,0,0.16,1,0,2,25,5,7.842671474979457,1.9459101490553132,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.6931471805599453,4,0.6666666666666666,0.3333333333333333,0.2857142857142857,0,0,0.3333333333333333,0,2670.0,0.9535580524344569,1,2887.5,0.8817316017316017,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
566,19,1,1,1,2,1,4,3,4,3,0,0.12,1,0,3,2,2,7.84971375760487,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0,0.0,0.0,0.5,1,1,0.0,1,2670.0,0.9602996254681648,1,3737.0,0.6861118544286862,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
567,30,0,0,3,3,3,1,3,3,3,0,0.11,0,0,3,22,4,9.037533407550814,2.3978952727983707,2.302585092994046,2.1972245773362196,2.0794415416798357,2.1972245773362196,4,0.8,0.8,0.8181818181818182,1,0,0.7,1,9980.0,0.8428857715430862,1,6231.0,1.3500240731824746,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
568,57,1,3,1,2,4,4,3,2,3,0,0.12,0,1,3,29,3,9.555276687009526,3.4965075614664802,0.6931471805599453,0.0,0.0,0.0,4,0.0,0.0,0.030303030303030304,1,1,0.0,1,16154.0,0.8739631051132847,1,17454.5,0.8088458563694176,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
569,50,1,0,2,2,4,3,2,3,3,0,0.15,0,1,2,29,4,9.743729514150925,3.367295829986474,3.332204510175204,2.3978952727983707,2.772588722239781,2.0794415416798357,4,0.35714285714285715,0.25,0.9310344827586207,17,0,0.5357142857142857,0,16154.0,1.0552185217283645,0,17454.5,0.9765962932195136,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
571,30,0,0,3,3,1,4,3,2,3,0,0.14,0,0,2,2,3,7.84971375760487,2.5649493574615367,2.4849066497880004,2.0794415416798357,1.9459101490553132,2.0794415416798357,0,0.5833333333333334,0.5833333333333334,0.8461538461538461,4,0,0.5,0,2670.0,0.9602996254681648,1,2886.0,0.8884268884268884,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
573,60,0,4,3,2,3,1,4,4,3,0,0.19,0,0,5,28,3,9.236690147298965,3.1354942159291497,2.9444389791664403,2.6390573296152584,2.6390573296152584,2.4849066497880004,4,0.6842105263157895,0.5789473684210527,0.782608695652174,5,0,0.6842105263157895,0,9980.0,1.0286573146292586,0,6231.0,1.647568608570053,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
574,47,0,5,1,3,2,4,3,3,3,0,0.13,0,3,2,2,2,8.531293315795018,3.044522437723423,1.791759469228055,0.0,0.0,1.6094379124341003,0,0.0,0.6666666666666666,0.23809523809523808,5,1,0.0,1,5340.0,0.949438202247191,1,6447.0,0.7864122847836202,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
575,46,1,6,1,3,4,3,3,1,3,0,0.13,0,0,2,2,3,9.790430830243832,3.295836866004329,1.3862943611198906,1.0986122886681098,0.0,0.6931471805599453,0,0.5,0.25,0.1111111111111111,1,1,0.0,1,16154.0,1.1056704221864553,0,3737.0,4.7795022745517795,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
577,35,1,0,4,1,1,3,3,3,3,0,0.15,0,0,2,22,3,8.350193650720067,1.9459101490553132,1.791759469228055,1.6094379124341003,1.6094379124341003,1.3862943611198906,4,0.6666666666666666,0.5,0.7142857142857143,1,0,0.6666666666666666,0,2670.0,1.5842696629213484,0,2886.0,1.4656964656964657,2,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
578,54,0,7,3,3,2,3,3,3,3,0,0.11,0,0,3,8,4,8.237743803890933,2.995732273553991,0.6931471805599453,0.0,0.0,0.0,2,0.0,0.0,0.05,1,1,0.0,1,5340.0,0.7078651685393258,1,2886.0,1.3097713097713097,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
579,34,1,3,4,2,1,3,3,3,3,0,0.12,0,1,3,2,4,7.926241523170962,2.70805020110221,2.0794415416798357,1.3862943611198906,1.791759469228055,2.0794415416798357,0,0.375,0.875,0.4666666666666667,4,0,0.625,1,2670.0,1.0367041198501872,0,2887.5,0.9586147186147186,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
580,46,0,2,3,2,3,4,3,3,3,1,0.19,0,1,3,10,3,9.112948025967533,2.772588722239781,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.0986122886681098,3,0.5,0.5,0.1875,1,0,0.25,0,9980.0,0.9089178356713427,1,6231.0,1.455785588188092,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
581,31,1,1,3,3,3,2,4,4,4,0,0.25,0,1,6,9,1,9.273221270015384,2.6390573296152584,2.6390573296152584,2.1972245773362196,0.0,2.1972245773362196,2,0.5714285714285714,0.5714285714285714,0.9285714285714286,5,1,0.0,0,9980.0,1.066933867735471,0,6447.0,1.6516209089498992,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
582,33,1,7,2,3,3,3,4,4,3,1,0.12,1,0,2,15,1,9.518633568332074,2.772588722239781,2.0794415416798357,1.9459101490553132,2.0794415416798357,2.0794415416798357,3,0.75,0.875,0.4375,1,0,0.875,1,9980.0,1.3637274549098197,0,17454.5,0.7797416139104529,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
584,33,1,7,1,1,1,4,1,3,3,0,0.13,1,3,2,10,1,8.134174272137903,2.1972245773362196,1.6094379124341003,1.3862943611198906,0.6931471805599453,1.3862943611198906,3,0.6,0.6,0.4444444444444444,1,0,0.2,1,2670.0,1.2764044943820225,0,2886.0,1.180873180873181,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
585,30,1,0,4,3,1,2,1,3,3,0,0.14,0,0,3,7,1,8.001019961323651,1.6094379124341003,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.0986122886681098,2,0.5,0.5,0.6,1,0,0.25,0,2670.0,1.1172284644194757,0,3737.0,0.7982338774417982,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
586,35,1,4,4,3,3,3,3,3,3,1,0.12,0,0,2,16,3,8.94023623179847,2.3978952727983707,2.1972245773362196,2.0794415416798357,0.0,0.0,3,0.7777777777777778,0.0,0.7272727272727273,1,1,0.0,1,9980.0,0.7647294589178357,1,6811.0,1.120540302451916,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
587,31,1,3,1,3,3,3,1,3,3,0,0.12,1,0,2,20,3,9.192685436737461,2.5649493574615367,0.6931471805599453,0.0,0.0,0.0,4,0.0,0.0,0.07692307692307693,1,1,0.0,1,9980.0,0.9843687374749499,1,6811.0,1.4423726325062398,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
590,34,0,9,2,3,3,1,3,3,3,1,0.15,1,3,2,23,3,9.205428327615163,2.4849066497880004,1.3862943611198906,1.0986122886681098,0.0,1.0986122886681098,4,0.5,0.5,0.25,1,1,0.0,0,9980.0,0.996993987975952,1,3737.0,2.6625635536526624,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
591,42,1,4,2,3,1,3,4,3,3,0,0.17,0,1,4,5,2,7.646831391430482,2.1972245773362196,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.0,1,0.6666666666666666,0.0,0.2222222222222222,0,0,0.6666666666666666,0,2670.0,0.7838951310861423,1,2886.0,0.7252252252252253,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
